Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2168,30.0,Male,Kurti,Clothing,3605,Vadodara,L,Green,Winter,4.9,No,Standard,No,No,33,upi,Fortnightly
2169,23.0,Male,Handbag,Accessories,5736,CHENNAI,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Google Pay,Quarterly
2170,31.0,Female,Coat,Outerwear,3177,patna,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Google Pay,Bi-Weekly
2171,40.0,M,Saree,Clothing,2327, Hyderabad ,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,,Every 3 Months
2172,39.0,Male,Saree,Clothing,7404,Nagpur  ,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,UPI,Fortnightly
2173,28.0,M,Shirt,Clothing,6686,bengaluru,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,upi,Fortnightly
2174,23.0,Male,Shawl,Accessories,7313, Nagpur ,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Net Banking,Quarterly
2175,42.0,female,Backpack,Accessories,3681,CHANDIGARH,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,google pay,Annually
2176,68.0,F,Saree,Clothing,3867, Varanasi ,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Google Pay,Fortnightly
2177,24.0,F,Belt,Accessories,6907,Hyderabad,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Credit Card,Quarterly
2178,24.0,Female,Belt,Accessories,7019,Mumbai,XL,Green,Winter,3.0,No,Express,No,No,9,Net Banking,Bi-Weekly
2179,21.0,Male,Cap,Accessories,7194, Varanasi ,M,Gold,Summer,4.7,No,Standard,No,No,32,Paytm,Annually
2180,49.0,M,Jacket,Clothing,6054,,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,CREDIT CARD,Monthly
2181,41.0,Female,Coat,Outerwear,2922,Vadodara,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Debit Card,Quarterly
2182,22.0,male,Cap,Accessories,4805,AHMEDABAD,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Paytm,Bi-Weekly
2183,42.0,Male,Saree,Clothing,7458,Bengaluru,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Net Banking,Bi-Weekly
2184,30.0,Female,T-Shirt,Clothing,2763,Jaipur,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,DEBIT CARD,Monthly
2185,38.0,Female,,Footwear,2393,VARANASI,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,Paytm,Every 3 Months
2186,40.0,Male,Trousers,Clothing,2424,kolkata,M,Violet,Winter,2.5,No,Express,No,No,50,Google Pay,Every 3 Months
2187,55.0,Female,Mojaris,Footwear,1666,Lucknow,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,Net Banking,Every 3 Months
2188,37.0,Female,Lehenga,Clothing,5785,Lucknow  ,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,Net Banking,Annually
2189,41.0,Male,Coat,Outerwear,4025,PATNA,M,Brown,Winter,4.7,No,Next Day Air,No,No,9, Credit Card ,Weekly
2190,38.0,Female,Saree,Clothing,6991,nagpur,XL,Brown,Fall,4.0,No,Express,No,No,47,Paytm,Bi-Weekly
2191,42.0,male,Shawl,Accessories,5504, Jaipur ,S,Maroon,Spring,4.6,No,Express,No,No,33,Debit Card,Annually
2192,26.0,Male,Shirt,Clothing,5056,Nagpur,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,PAYTM,Bi-Weekly
2193,41.0,Female,Handbag,Accessories,2559,Jaipur,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,UPI,Monthly
2194,27.0,Female,Jeans,Clothing,5856,Jaipur,L,Turquoise,Spring,5.0,No,Express,No,No,8,Paytm,Monthly
2195,61.0,Male,T-Shirt,Clothing,2318,delhi,M,Silver,Summer,3.5,No,Standard,No,No,48, Cash ,Quarterly
2196,58.0,Male,Jeans,Clothing,4626,Mumbai  ,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,google pay,Monthly
2197,25.0,M,Trousers,Clothing,4532,Indore  ,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PHONEPE,Weekly
2198,33.0,female,Loafers,Footwear,6642, Delhi ,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,UPI,Monthly
2199,57.0,Male,Watch,Accessories,5854,lucknow,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,PHONEPE,Monthly
2200,39.0,Male,Backpack,Accessories,3465,Vadodara,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,NET BANKING,Monthly
2201,60.0,Male,Shawl,Accessories,3680,Ahmedabad,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,GPay,Every 3 Months
2202,39.0,Male,Ethnic Top,Clothing,1689,Chandigarh  ,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Cash,Annually
2203,42.0,Male,Jacket,Clothing,2684,Mumbai,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Net Banking,Weekly
2204,53.0,F,Lehenga,Clothing,6038,ahmedabad,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32, PhonePe ,Quarterly
2205,20.0,Male,Kurti,Clothing,999999,Ahmedabad  ,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Net Banking,Monthly
2206,46.0,Male,Jeans,Clothing,4996,Nagpur,XL,Red,Fall,2.7,No,Express,No,No,27,Paytm,Weekly
2207,46.0,female,Loafers,Footwear,3768,Surat  ,L,Green,Spring,2.6,No,Store Pickup,No,No,25,PhonePe,Fortnightly
2208,69.0,Female,Watch,Accessories,2657,Nagpur,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2209,28.0,male,Watch,Accessories,3464,Patna,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,Google Pay,Monthly
2210,42.0,Male,Loafers,Footwear,1472, Agra ,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,,Quarterly
2211,30.0,F,Watch,Accessories,1897,Chennai,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,Phone Pay,Fortnightly
2212,50.0,Male,Jacket,Clothing,6514,bhopal,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Net Banking,Every 3 Months
2213,,Female,Kurti,Clothing,5756, Delhi ,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Cash,Quarterly
2214,54.0,Male,Handbag,Accessories,7119, Chennai ,M,Maroon,Fall,2.9,No,Express,No,No,18,Net Banking,Quarterly
2215,50.0,Male,Shawl,Accessories,7486, Ahmedabad ,L,Gold,Fall,4.1,No,Standard,No,No,20,Net Banking,Weekly
2216,25.0,M,Boots,Footwear,7244,Patna,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2217,41.0,Female,Kurta,Clothing,2808,Ahmedabad  ,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,UPI,Bi-Weekly
2218,35.0,Female,Shawl,Accessories,2055,Chandigarh,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,PhonePe,Fortnightly
2219,67.0,Male,Backpack,Accessories,5207,Delhi,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2220,33.0,Male,Ethnic Top,Clothing,6779, Patna ,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Credit Card,Fortnightly
2221,19.0,M,Watch,Accessories,4624,Agra,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Paytm,Annually
2222,25.0,M,Jacket,Clothing,6735,bengaluru,XL,White,Fall,3.0,No,Free Shipping,No,No,34,PhonePe,Annually
2223,32.0,Female,Saree,Clothing,4864,nagpur,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Cash,Weekly
2224,30.0,Male,Slippers,Footwear,5064,Chennai  ,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,debit card,Quarterly
2225,18.0,Female,Wallet,Accessories,1985,varanasi,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,38.0,Female,Scarf,Accessories,4899,AHMEDABAD,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,upi,Annually
2227,22.0,Female,Trousers,Clothing,5217,Kochi,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Paytm,Annually
2228,40.0,Female,Handbag,Accessories,5621,Hyderabad  ,S,Gray,Summer,4.4,No,Next Day Air,No,No,42, PhonePe ,Fortnightly
2229,54.0,Male,Backpack,Accessories,3561, Chandigarh ,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Cash,Weekly
2230,70.0,Male,Lehenga,Clothing,7375,Varanasi,M,Silver,Fall,3.9,No,Express,No,No,50,Paytm,Monthly
2231,52.0,Male,Slippers,Footwear,2691,Surat,S,Teal,Spring,3.8,No,Express,No,No,33,PhonePe,Fortnightly
2232,34.0,Male,Jacket,Outerwear,3706,Agra,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,PhonePe,Weekly
2233,65.0,male,Boots,Footwear,4692,PUNE,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,,Fortnightly
2234,38.0,Male,T-Shirt,Clothing,2342,Agra,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,35.0,Female,Slippers,Footwear,5027,Agra,S,Yellow,Winter,4.0,No,Express,No,No,26,PHONEPE,Weekly
2236,40.0,Male,Kurta,Clothing,6302,Chandigarh,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,UPI,Annually
2237,23.0,Female,Shirt,Clothing,6702,Chennai,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,45.0,F,Sneakers,Footwear,2378, Chennai ,S,Black,Summer,3.8,No,Next Day Air,No,No,31,credit card,Every 3 Months
2239,40.0,Female,Loafers,Footwear,6400,AHMEDABAD,L,Beige,Winter,3.8,No,Standard,No,No,18,Google Pay,Weekly
2240,42.0,Male,Shawl,Accessories,7076,Lucknow  ,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,credit card,Every 3 Months
2241,57.0,male,Sneakers,Footwear,5133, Kolkata ,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Credit Card,Every 3 Months
2242,18.0,Male,Jacket,Outerwear,5598,Surat,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,PhonePe,Bi-Weekly
2243,18.0,,Kurti,Clothing,4764,indore,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,UPI,Bi-Weekly
2244,56.0,Male,Saree,Clothing,1538,Nagpur,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,PHONEPE,Annually
2245,35.0,Female,Ethnic Top,Clothing,2587,Ahmedabad,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22, Cash ,Annually
2246,49.0,M,Kurta,Clothing,6896,ahmedabad,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,UPI,Fortnightly
2247,49.0,Male,Jacket,Outerwear,7171, Jaipur ,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,cash,Every 3 Months
2248,34.0,Female,Belt,Accessories,2931,Mumbai,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,UPI,Annually
2249,63.0,M,Jacket,Clothing,5076,Surat,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,Paytm,Fortnightly
2250,42.0,Male,Watch,Accessories,3374, Vadodara ,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,phonepe,Weekly
2251,41.0,Female,Loafers,Footwear,6852, Bengaluru ,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Net Banking,Weekly
2252,26.0,M,Slippers,Footwear,6925,Nagpur  ,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Net Banking,Monthly
2253,48.0,Female,Mojaris,Footwear,7163,Hyderabad,S,Maroon,Summer,3.9,No,Express,No,No,21, Cash ,Annually
2254,62.0,Male,Kurti,Clothing,2496,hyderabad,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,Google Pay,Monthly
2255,24.0,Female,Shawl,Accessories,5785,Kochi,M,Gold,Winter,4.2,No,Store Pickup,No,No,44, Debit Card ,Every 3 Months
2256,48.0,Male,Coat,Outerwear,2969,JAIPUR,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Net Banking,Quarterly
2257,31.0,Male,Jacket,Clothing,1831,JAIPUR,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Net Banking,Quarterly
2258,41.0,female,Jeans,Clothing,2354, Vadodara ,L,Olive,Fall,4.2,No,Standard,No,No,6,CREDIT CARD,Annually
2259,24.0,Male,Kurti,Clothing,5381, Lucknow ,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Paytm,Every 3 Months
2260,60.0,male,Kurta,Clothing,7243, Hyderabad ,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2261,38.0,Male,Cap,Accessories,6111,Bhopal  ,M,Blue,Fall,4.9,No,Express,No,No,16, Google Pay ,Quarterly
2262,58.0,M,Shawl,Accessories,5567, Ahmedabad ,L,Gold,Spring,4.4,No,Standard,No,No,12,Debit Card,Fortnightly
2263,53.0,Male,Watch,Accessories,1793,mumbai,M,Green,Winter,,No,2-Day Shipping,No,No,50,Debit Card,Monthly
2264,44.0,Female,Shawl,Accessories,3076, Patna ,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,PhonePe,Quarterly
2265,51.0,female,Shawl,Accessories,6860,Indore,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,UPI,Monthly
2266,36.0,Female,Coat,Outerwear,7240, Mumbai ,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,Cash,Quarterly
2267,20.0,male,T-Shirt,Clothing,3358, Chandigarh ,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,PhonePe,Weekly
2268,32.0,Male,Belt,Accessories,3781,Lucknow,S,Blue,Spring,3.8,No,Express,No,No,37,Debit Card,Weekly
2269,66.0,Female,Trousers,Clothing,2084,Surat,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,PhonePe,Monthly
2270,49.0,F,Trousers,Clothing,2744,,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,paytm,Annually
2271,27.0,Male,Ethnic Top,Clothing,5445,Ahmedabad,L,Purple,Spring,3.5,No,Express,No,No,7,Cash,Weekly
2272,29.0,male,Saree,Clothing,7445,Vadodara,M,Green,Summer,3.4,No,Free Shipping,No,No,49,GOOGLE PAY,Quarterly
2273,29.0,male,Jacket,Outerwear,2772,Jaipur,L,Charcoal,Spring,4.0,No,Standard,No,No,44,debit card,Monthly
2274,55.0,Male,Coat,Outerwear,7186,AHMEDABAD,L,Silver,Winter,4.8,No,Express,No,No,13,Cash,Bi-Weekly
2275,57.0,Female,T-Shirt,Clothing,2086,Kochi,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,Net Banking,Fortnightly
2276,29.0,Male,Jacket,Clothing,1872,VADODARA,M,Gray,Winter,4.4,No,Standard,No,No,10,Paytm,Weekly
2277,31.0,F,Lehenga,Clothing,6322,Varanasi,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Google Pay,Weekly
2278,25.0,Male,Shawl,Accessories,4059,Varanasi,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Net Banking,Quarterly
2279,,Male,Watch,Accessories,1799,bhopal,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Paytm,Every 3 Months
2280,53.0,F,Shoes,Footwear,5161,Agra,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35, Credit Card ,Quarterly
2281,22.0,Male,Slippers,Footwear,1715,KOCHI,M,Red,Summer,2.8,No,Standard,No,No,31,UPI,Fortnightly
2282,28.0,Male,Jacket,Clothing,1875,Nagpur,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41, Net Banking ,Annually
2283,18.0,Female,Boots,Footwear,7252,Bengaluru  ,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Net Banking,Annually
2284,44.0,F,Wallet,Accessories,3313,pune,S,Black,Winter,4.1,No,Free Shipping,No,No,34,upi,Fortnightly
2285,32.0,Female,Jacket,Clothing,4851,NAGPUR,XL,Black,Fall,4.1,No,Express,No,No,20,upi,Annually
2286,34.0,male,Sunglasses,Accessories,7469,Bhopal,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,Credit Card,Every 3 Months
2287,67.0,Male,Kurta,Clothing,2688,JAIPUR,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Debit Card,Quarterly
2288,66.0,Female,Jeans,Clothing,3243,surat,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually
2289,28.0,Male,Sunglasses,Accessories,6860, Vadodara ,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,CREDIT CARD,Weekly
2290,70.0,Female,Jeans,Clothing,5997,Patna,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,UPI,Weekly
2291,37.0,Male,Sandals,Footwear,3780,Ahmedabad  ,L,Magenta,Winter,3.3,No,Standard,No,No,23,UPI,Quarterly
2292,28.0,Male,Coat,Outerwear,2106,KOCHI,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13,Google Pay,Quarterly
2293,43.0,Female,Ethnic Top,Clothing,2626,ahmedabad,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Google Pay,Monthly
2294,37.0,Other,Jeans,Clothing,5237,kochi,L,Green,Fall,3.3,No,Express,No,No,16,net banking,Every 3 Months
2295,54.0,Male,Watch,Accessories,7023,pune,M,Red,Winter,5.0,No,Express,No,No,40,PhonePe,Annually
2296,50.0,Male,Wallet,Accessories,1464, Bhopal ,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,NET BANKING,Quarterly
2297,46.0,Male,Scarf,Accessories,6724,Chandigarh,M,Green,Fall,2.5,No,Next Day Air,No,No,50, Cash ,Every 3 Months
2298,60.0,Male,Jeans,Clothing,6203,chandigarh,M,Orange,Summer,4.7,No,Standard,No,No,1,CASH,Quarterly
2299,40.0,Male,Belt,Accessories,6656, Patna ,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
2300,64.0,Male,Coat,Outerwear,4136, Vadodara ,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Paytm,Every 3 Months
2301,18.0,Female,Coat,Outerwear,6518,Mumbai,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Google Pay,Monthly
2302,37.0,Male,Ethnic Top,Clothing,1336,Surat,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Google Pay,Annually
2303,36.0,,Wallet,Accessories,2858,Varanasi,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,GOOGLE PAY,Monthly
2304,51.0,Male,Belt,Accessories,5150,vadodara,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Google Pay,Fortnightly
2305,26.0,Female,Kurti,Clothing,5282,SURAT,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Net Banking,Fortnightly
2306,68.0,Male,Wallet,Accessories,4528, Agra ,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Credit Card,Weekly
2307,27.0,Female,Sunglasses,Accessories,5670,bhopal,L,Silver,Winter,3.4,No,Standard,No,No,8,PhonePe,Bi-Weekly
2308,28.0,F,Saree,Clothing,7148,Patna  ,L,Green,Fall,3.5,No,Next Day Air,No,No,30, Google Pay ,Annually
2309,49.0,Female,Backpack,Accessories,5899,Chandigarh,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Debit Card,Quarterly
2310,70.0,Female,Ethnic Top,Clothing,7067,Chennai,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3,Paytm,Quarterly
2311,30.0,Male,Shawl,Accessories,5144,Delhi,M,Cyan,Spring,4.6,No,Standard,No,No,15,Cash,Monthly
2312,27.0,Female,Sandals,Footwear,1942, Bengaluru ,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Google Pay,Every 3 Months
2313,19.0,Female,Lehenga,Clothing,2342,Agra,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
2314,64.0,F,Kurti,Clothing,2309, Pune ,M,Black,Summer,4.7,No,Next Day Air,No,No,36,DEBIT CARD,Fortnightly
2315,42.0,M,Belt,Accessories,6966,BHOPAL,XL,Brown,Winter,4.4,No,Express,No,No,12,Cash,Every 3 Months
2316,69.0,F,Kurti,Clothing,5816,Surat,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,UPI,Quarterly
2317,28.0,Male,Shoes,Footwear,3041,CHENNAI,L,Yellow,Winter,3.8,No,Standard,No,No,7,NET BANKING,Annually
2318,47.0,Male,Jacket,Outerwear,2747, Surat ,M,Purple,Summer,4.7,No,Next Day Air,No,No,28,upi,Monthly
2319,69.0,Male,Kurta,Clothing,2223, Ahmedabad ,L,White,Spring,3.1,No,Store Pickup,No,No,30,Cash,Annually
2320,56.0,Male,Loafers,Footwear,2702,Lucknow,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29,PHONEPE,Monthly
2321,28.0,Female,Slippers,Footwear,4008,Indore,M,Olive,Spring,,No,Free Shipping,No,No,9,UPI,Every 3 Months
2322,50.0,Female,Mojaris,Footwear,2158, Ahmedabad ,M,Beige,Winter,3.0,No,Next Day Air,No,No,27,Google Pay,Fortnightly
2323,,Female,Coat,Outerwear,6175,Delhi,S,Lavender,Spring,4.5,No,Store Pickup,No,No,21,Cash,Fortnightly
2324,35.0,Female,Handbag,Accessories,7127,bhopal,L,White,Winter,4.7,No,Express,No,No,36, Credit Card ,Monthly
2325,59.0,M,Coat,Outerwear,2096, Chennai ,L,Brown,Winter,3.5,No,Free Shipping,No,No,19,PhonePe,Annually
2326,44.0,Female,Sandals,Footwear,4210,Bengaluru,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,47,Debit Card,Weekly
2327,66.0,Male,Kurta,Clothing,4612,Delhi,L,Maroon,Winter,2.6,No,Standard,No,No,38,Google Pay,Annually
2328,20.0,Female,Kurta,Clothing,7084,Hyderabad,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,UPI,Bi-Weekly
2329,45.0,Female,T-Shirt,Clothing,2731,ahmedabad,M,Maroon,Fall,2.6,No,Express,No,No,29,Paytm,Bi-Weekly
2330,49.0,Female,Wallet,Accessories,7081,Bengaluru,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,NET BANKING,Annually
2331,60.0,Male,Scarf,Accessories,4816,Lucknow,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,Google Pay,Every 3 Months
2332,61.0,Female,Scarf,Accessories,5612,Mumbai,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,paytm,Bi-Weekly
2333,36.0,Male,Watch,Accessories,3826,chandigarh,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,debit card,Monthly
2334,33.0,Male,Kurta,Clothing,5717,Lucknow,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,Paytm,Every 3 Months
2335,49.0,female,Slippers,Footwear,6120,Kochi,L,Green,Summer,4.2,No,Standard,No,No,7,debit card,Monthly
2336,31.0,Male,Coat,Outerwear,2795,pune,M,Black,Summer,3.9,No,Store Pickup,No,No,10,PhonePe,Fortnightly
2337,19.0,F,Backpack,Accessories,7089,Mumbai  ,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly
2338,39.0,Male,Shoes,Footwear,5642, Jaipur ,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,UPI,Annually
2339,66.0,Male,Mojaris,Footwear,5248,Indore,S,Silver,Fall,4.0,No,Express,No,No,21,net banking,Quarterly
2340,25.0,Female,Saree,Clothing,5037,Patna,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,UPI,Quarterly
2341,63.0,Male,Ethnic Top,Clothing,1981,Jaipur,M,Cyan,Summer,2.6,No,Standard,No,No,37,Net Banking,Fortnightly
2342,56.0,Male,Jacket,Outerwear,2173,Varanasi,L,Teal,Summer,4.5,No,Express,No,No,22,Google Pay,Every 3 Months
2343,20.0,male,Lehenga,Clothing,6751,Hyderabad  ,M,Olive,Fall,4.9,No,Standard,No,No,16,Cash,Fortnightly
2344,58.0,male,T-Shirt,Clothing,3745,LUCKNOW,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,UPI,Monthly
2345,34.0,Female,Sandals,Footwear,6713,bhopal,XL,Lavender,Fall,3.5,No,Express,No,No,14,phonepe,Bi-Weekly
2346,28.0,Male,Kurti,Clothing,2497,Nagpur  ,S,Orange,Winter,,No,Express,No,No,23,UPI,Every 3 Months
2347,22.0,,Jacket,Outerwear,4839, Kochi ,L,Brown,Winter,3.1,No,Standard,No,No,46,GOOGLE PAY,Fortnightly
2348,37.0,female,Wallet,Accessories,4833,kochi,S,Gray,Fall,4.2,No,Express,No,No,46,UPI,Every 3 Months
2349,54.0,Male,Loafers,Footwear,6162,Mumbai  ,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,Credit Card,Every 3 Months
2350,65.0,Female,Shirt,Clothing,2545, Varanasi ,M,Orange,Fall,3.9,No,Standard,No,No,40,Debit Card,Every 3 Months
2351,57.0,Female,Sandals,Footwear,1776,chandigarh,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Paytm,Annually
2352,38.0,Male,Jeans,Clothing,3642,Indore  ,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,Paytm,Bi-Weekly
2353,70.0,male,Boots,Footwear,3354,AGRA,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Debit Card,Quarterly
2354,56.0,,Backpack,Accessories,5433,Kolkata,M,White,Fall,4.1,No,Standard,No,No,25,Paytm,Every 3 Months
2355,56.0,Other,Kurti,Clothing,5701,Agra,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Credit Card,Monthly
2356,22.0,Female,Kurta,Clothing,2743,Chennai,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,PhonePe,Monthly
2357,57.0,Male,Wallet,Accessories,4330,HYDERABAD,M,Gray,Summer,3.0,No,Free Shipping,No,No,27,Google Pay,Quarterly
2358,53.0,Female,Jacket,Clothing,4881,Surat,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly
2359,53.0,Female,Trousers,Clothing,6894,Hyderabad,L,Pink,Spring,3.8,No,Standard,No,No,38,Google Pay,Quarterly
2360,19.0,Female,Handbag,Accessories,6182,Varanasi,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,phonepe,Every 3 Months
2361,49.0,Female,Scarf,Accessories,6162,LUCKNOW,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27, Credit Card ,Every 3 Months
2362,44.0,Male,Sunglasses,Accessories,4642,Bengaluru,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,upi,Every 3 Months
2363,27.0,Female,Saree,Clothing,3009,Chennai,M,Brown,Fall,2.7,No,Standard,No,No,24,cash,Monthly
2364,60.0,Female,Ethnic Top,Clothing,6097,Kolkata,XL,Pink,Winter,4.2,No,Express,No,No,38,Phone Pay,Bi-Weekly
2365,62.0,Female,Backpack,Accessories,4559,Ahmedabad,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,paytm,Quarterly
2366,52.0,M,Mojaris,Footwear,6821,,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Credit Card,Monthly
2367,30.0,Male,Sandals,Footwear,4882,Lucknow  ,L,Brown,Winter,3.6,No,Express,No,No,32,PhonePe,Fortnightly
2368,66.0,Male,Jacket,Clothing,6429,KOLKATA,L,Green,Winter,3.4,No,Standard,No,No,28,phonepe,Bi-Weekly
